"idDrink","strDrink","strDrinkAlternate","strDrinkES","strDrinkDE","strDrinkFR","strDrinkZH-HANS","strDrinkZH-HANT","strTags","strVideo","strCategory","strIBA","strAlcoholic","strGlass","strInstructions","strInstructionsES","strInstructionsDE","strInstructionsFR","strInstructionsZH-HANS","strInstructionsZH-HANT","strDrinkThumb","strIngredient1","strIngredient2","strIngredient3","strIngredient4","strIngredient5","strIngredient6","strIngredient7","strIngredient8","strIngredient9","strIngredient10","strIngredient11","strIngredient12","strIngredient13","strIngredient14","strIngredient15","strMeasure1","strMeasure2","strMeasure3","strMeasure4","strMeasure5","strMeasure6","strMeasure7","strMeasure8","strMeasure9","strMeasure10","strMeasure11","strMeasure12","strMeasure13","strMeasure14","strMeasure15","strCreativeCommonsConfirmed","dateModified"
"17178","Jam Donut",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",NA,"Den Rand eines Schnapsglases mit Zucker und Zuckersirup bestreichen. Geben Sie den Chambord Himbeerlikör in das Schnapsglas und geben Sie die Baileys Irish Cream vorsichtig darüber. Servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg","Baileys irish cream","Chambord raspberry liqueur","Sugar syrup","Sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3 oz","1/3 oz","1 tsp","2 pinches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-16 16:30:04"
"13775","Jelly Bean",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Cordial glass","mix equal parts in pony glass-tastes just like a jelly bean!",NA,"zu gleichen Teilen in Ponyglas mischen - schmeckt wie eine Jelly Bean!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg","Blackberry brandy","Anis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 22:46:37"
"13847","Jackhammer",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins Glass","Serve over ice- Warning,Deadly!",NA,"Servieren Sie über Eis. Warnung, tödlich!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg","Jack Daniels","Amaretto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 22:48:16"
"14956","Jello shots",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",NA,"Kochen Sie 3 Tassen Wasser und fügen Sie dann Jello hinzu. Jello und Wasser mischen, bis Jello vollständig aufgelöst ist. Fügen Sie die beiden Tassen Wodka hinzu und mischen Sie sie zusammen. Die Mischung in Kunststoff-Schnapsgläser füllen und kühl stellen. Dann iss es weg.....",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg","Vodka","Jello","Water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cups ","3 packages ","3 cups ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 16:35:04"
"11580","John Collins",NA,NA,NA,NA,NA,NA,"IBA",NA,"Ordinary Drink",NA,"Alcoholic","Collins glass","Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.",NA,"Alle Zutaten direkt in ein mit Eis gefülltes Highball-Glas gießen. Vorsichtig umrühren. Garnieren. Füge einen Schuss Angostura-Bitter hinzu.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg","Bourbon","Lemon juice","Sugar","Club soda","Maraschino cherry","Orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","1 oz ","1 tsp superfine ","3 oz ","1 ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 12:04:31"
"14095","Jamaica Kiss",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Alcoholic","Hurricane glass","Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.",NA,"Füllen Sie einen Becher mit Eiswürfeln. Füge einen Schuss Tia Maria und einen Schuss jamaikanischen leichten Rum hinzu. Füllen Sie den Becher mit Milch. Mischen, bis sie glatt sind und sofort servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg","Coffee liqueur","Light rum","Ice","Milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 shot ","1 shot Jamaican ","cubes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 04:05:49"
"11558","Japanese Fizz",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",NA,"Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas abseihen. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg","Blended whiskey","Lemon","Powdered sugar","Port","Egg white","Carbonated water",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","Juice of 1/2 ","1 tsp ","1 tblsp","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 16:33:51"
"12688","Just a Moonmint",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Non alcoholic","Highball Glass","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg","Milk","Chocolate syrup","Mint syrup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cups ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:20:36"
"15825","Jamaican Coffee",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee / Tea",NA,"Alcoholic","Champagne flute","Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",NA,"Rum, Kaffee und Wasser miteinander verrühren. Mit der geschlagenen Sahne bedecken. Mit einer Prise gut gemahlenem Kaffee bestreuen und mit einem Strohhalm trinken.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg","Rum","Coffee","Water","Whipped cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/6 glass ","1/6 glass strong black ","1/2 glass cold ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 03:27:37"
"11566","Jewel Of The Nile",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",NA,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg","Gin","Green Chartreuse","Yellow Chartreuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 16:35:48"
"11542","Jack Rose Cocktail",NA,NA,NA,NA,NA,NA,"Beach",NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg","Apple brandy","Grenadine","Lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 tsp ","Juice of 1/2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-08-18 15:11:08"
"16275","Jack's Vanilla Coke",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Alcoholic","Old-fashioned glass","After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",NA,"Nach dem Einfüllen der Zutaten und dem Hinzufügen von 3-5 Eiswürfeln je nach Geschmack, rühren Sie das Getränk mit einem Rührer um, um die Vanille vom Boden zu lösen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg","Ice","Tennessee whiskey","Vanilla extract","Coca-Cola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-5 ","2 oz ","1 tsp ","10-12 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 15:08:39"
"17203","Kir",NA,NA,NA,NA,NA,NA,"IBA,ContemporaryClassic",NA,"Ordinary Drink",NA,"Alcoholic","Wine Glass","Add the crème de cassis to the bottom of the glass, then top up with wine.",NA,"Gib die Creme de Cassis auf den Boden des Glases und füge dann Wein hinzu.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg","Creme de Cassis","Champagne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part ","5 parts ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 17:38:14"
"12764","Karsk",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",NA,"Legen Sie eine Kupfermünze in eine Kaffeetasse und füllen Sie sie mit Kaffee, bis Sie die Münze nicht mehr sehen, dann fügen Sie Alkohol hinzu, bis Sie die Münze wieder sehen. Norwegische Spezialität.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg","Coffee","Grain alcohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part ","2 parts ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 14:54:31"
"11600","Kamikaze",NA,NA,NA,NA,NA,NA,"IBA,NewEra",NA,"Ordinary Drink","New Era Drinks","Alcoholic","Cocktail glass","Shake all ingredients together with ice. Strain into glass, garnish and serve.",NA,"Alle Zutaten zusammen mit Eis schütteln. In ein Glas abseihen, garnieren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg","Vodka","Triple sec","Lime juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 18:26:44"
"13837","Kir Royale",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Champagne Flute","Pour Creme de cassis in glass, gently pour champagne on top",NA,"Creme de Cassis in ein Glas geben, vorsichtig Champagner darüber gießen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg","Creme de Cassis","Champagne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part ","5 parts ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 17:39:48"
"14456","Kurant Tea",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee / Tea",NA,"Alcoholic","Champagne flute","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",NA,"Geben Sie Absolut Kurant in eine bequeme, große Teetasse. Füge den nicht zu heißen(!) Apfeltee und, wenn du willst, etwas Zucker hinzu. Viel Spaß!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg","Absolut Kurant","Tea","Sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cl ","Turkish apple "," (if needed)
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 03:31:04"
"14752","Kiwi Lemon",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Mix in highball glass. Stirr. Garnish with slice of kiwi.",NA,"Im Highball-Glas untermischen. Rühren. Mit einer Scheibe Kiwi garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg","Kiwi liqueur","Bitter lemon","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part ","2 parts ","cubes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-04 09:28:17"
"16951","Kioki Coffee",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee / Tea",NA,"Alcoholic","Coffee mug","Stir. Add whipped cream to the top.",NA,"Rühren. Die geschlagene Sahne dazugeben.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg","Kahlua","Brandy","Coffee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 03:29:34"
"13190","Kool-Aid Shot",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Old-fashioned glass","Pour into a large glass with ice and stir. Add a little cranberry juice to taste.",NA,"In ein großes Glas mit Eis gießen und umrühren. Nach Belieben etwas Preiselbeersaft hinzufügen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg","Vodka","Amaretto","Sloe gin","Triple sec","Cranberry juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 shot ","1 shot ","1 shot ","1 shot ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 09:56:06"
"15026","Kiss me Quick",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","mix in the glass",NA,"Im Glas mischen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg","Cranberry vodka","Apfelkorn","Schweppes Russchian","Apple juice","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cl ","2 cl ","7 cl ","8 cl ","cubes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 16:38:39"
"17006","Kool First Aid",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",NA,"Geben Sie Kool Aid in ein Doppelschnapsglas und füllen Sie es mit Rum. Knall und Schuss.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg","151 proof rum","Kool-Aid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz light ","1/2 tsp Tropical ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 09:53:44"
"11602","Kentucky B And B",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Brandy snifter","Pour the bourbon and Benedictine into a brandy snifter.",NA,"Den Bourbon und den Benediktiner in ein Brandyglas geben.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg","Bourbon","Benedictine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-10 23:23:56"
"11604","Kentucky Colonel",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.",NA,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, den Bourbon und den Benediktiner vermengen. Schütteln und in ein Cocktailglas abseihen. Mit der Zitronenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg","Bourbon","Benedictine","Lemon peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 oz ","1/2 oz ","1 twist of ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-10 23:25:48"
"14446","Kool-Aid Slammer",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",NA,"Füllen Sie zuerst die Hälfte des Schnapsglases mit dem Kool-Aid. Dann legen Sie ein Papiertuch über das Glas und gießen Sie den Wodka langsam ein. Wenn du es richtig machst, solltest du sehen können, dass die beiden Flüssigkeiten getrennt sind, mit dem Wodka oben drauf. Jetzt knall es rein! Das Letzte, was du schmecken wirst, ist das Kool-Aid.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg","Kool-Aid","Vodka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz Grape ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-06 23:04:33"
"12714","Kiwi Papaya Smoothie",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Non alcoholic","Highball Glass","Throw everything into a blender and liquify.",NA,"Alles in einen Mixer geben und aufschlagen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg","Kiwi","Papaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 ","1/2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:12:51"
"12720","Kill the cold Smoothie",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Non alcoholic","Highball glass","Juice ginger and lemon and add it to hot water. You may add cardomom.",NA,"Ingwer und Zitrone entsaften und in heißes Wasser geben. Du kannst Cardomom hinzufügen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg","Ginger","Lemon","Water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 inch ","1/4 ","1 cup hot ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:10:15"
"12704","Limeade",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Non alcoholic","Highball glass","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",NA,"In einem großen Glas Limettensaft und Zucker anrühren. Füge kaltes Selterswasser zum Befüllen hinzu. Die Limettenschalen in das Glas geben. Trink. Wiederholen Sie dies, bis Limetten oder Soda aufgebraucht sind.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg","Lime","Sugar","Soda water","Lime peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juice of 1 ","1 tblsp "," (seltzer water)
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:14:40"
"14378","Lunch Box",NA,NA,NA,NA,NA,NA,NA,NA,"Beer",NA,"Alcoholic","Pint glass","Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.",NA,"Füllen Sie ein Pintglas fast voll mit Bier. Dann den Rest mit Orangensaft füllen (darauf achten, ihn nicht nach oben zu füllen). Dann nimm den Schuss Amaretto und lass ihn rein.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg","Beer","Amaretto","Orange juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 bottle ","1 shot ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-02-03 15:15:46"
"12752","Lemon Shot",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",NA,"Galliano und Absolut Citron in einem Schnapsglas mischen, Zitronenkeil mit Zucker bestreut über Glas legen und Rum über Keil und Glas gießen. Light Rum mit einem Feuerzeug für eine Sekunde brennen lassen. Trinken Sie schnell und saugen Sie an der Zitrone. Wenn es richtig gemacht wird, schmeckt es wie ein Schuss süße Limonade.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg","Galliano","Absolut Citron","Lemon","Sugar","151 proof rum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz "," wedge
","Bacardi ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:02:59"
"13196","Long vodka",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",NA,"Schütteln Sie ein hohes Glas mit Eiswürfeln und Angostura und beschichten Sie so die Innenseite des Glases. Den Wodka darüber gießen, 1 Scheibe Limette hinzufügen und den Saft aus dem Rest herausquetschen, mit Tonic mischen, umrühren und voila, Sie haben einen langen Wodka.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg","Vodka","Lime","Angostura bitters","Tonic water","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 cl ","1/2 ","4 dashes ","1 dl Schweppes ","4 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 10:00:12"
"14366","Lemon Drop",NA,NA,NA,NA,NA,NA,"IBA,NewEra",NA,"Cocktail",NA,"Alcoholic","Cocktail glass","Shake and strain into a chilled cocktail glass rimmed with sugar.",NA,"Schütteln und abseihen in ein gekühltes Cocktailglas mit Zuckerrand.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg","Absolut Vodka","Cointreau","Lemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 shot ","1 1/2 shot ","Juice of 1 wedge ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 18:28:17"
"11658","Loch Lomond",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",NA,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, Scotch, Drambuie und Wermut kombinieren. Gut umrühren. In ein Cocktailglas abseihen. Mit der Zitronenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg","Scotch","Drambuie","Dry Vermouth","Lemon peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","1/2 oz ","1/2 oz ","1 twist of ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-19 11:24:41"
"11662","London Town",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",NA,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg","Gin","Maraschino liqueur","Orange bitters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1/2 oz ","2 dashes ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-19 11:18:27"
"12692","Lassi Khara",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Non alcoholic","Highball Glass","Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.",NA,"Im Mixer zu einem schaumigen Ganzen verrühren (Frappe). Zerrissene Curryblätter hinzufügen und kalt servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg","Yoghurt","Water","Salt","Asafoetida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 cup ","2 cups cold ","1 tsp ","1 pinch ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:19:30"
"12694","Lassi Raita",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Non alcoholic","Highball Glass","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",NA,"Joghurt und Eiswürfel zusammen mischen, bis der Joghurt flüssiger wird. Nach Belieben Zucker hinzufügen. Die Zitrone / Limette ist optional, verleiht ihr aber einen leicht herberen Geschmack. Eine Prise Salz. Raita ist auch gut für den Sommer. Anstatt einen traditionellen Salat zu essen, können Sie stattdessen Raita machen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg","Yoghurt","Ice","Sugar","Lime","Salt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cups ","4-6 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:18:53"
